매출,기준_년_코드,상권_구분_코드_명,상권_코드,상권_코드_명,시간대,분기,점포수,총 상주인구 수,총 가구 수,총_직장인구_수,아파트_단지_수,아파트_가격_1_억_미만_세대_수,아파트_가격_1_억_세대_수,아파트_가격_2_억_세대_수,아파트_가격_3_억_세대_수,아파트_가격_4_억_세대_수,아파트_가격_5_억_세대_수,아파트_가격_6_억_이상_세대_수,시간대_생활인구_수,평일_생활인구_평균,주말_생활인구_평균,집객시설_수,배후지_아파트_단지_수,배후지_아파트_가격_1_억_미만_세대_수,배후지_아파트_가격_1_억_세대_수,배후지_아파트_가격_2_억_세대_수,배후지_아파트_가격_3_억_세대_수,배후지_아파트_가격_4_억_세대_수,배후지_아파트_가격_5_억_세대_수,배후지_아파트_가격_6_억_이상_세대_수,시간대_버스_승하차승객수,총_생활인구_수,월요일_생활인구_수,화요일_생활인구_수,수요일_생활인구_수,목요일_생활인구_수,금요일_생활인구_수,토요일_생활인구_수,일요일_생활인구_수,관공서_수,은행_수,백화점_수,숙박_시설_수,area,연령대_10_생활인구_수,연령대_20_생활인구_수,연령대_30_생활인구_수,연령대_40_생활인구_수,연령대_50_생활인구_수,연령대_60_이상_생활인구_수,시간대_지하철_승하차승객수,버스정류장_수,지하철역_수
229672.8497,2021,발달상권,2120204,르네상스호텔사거리,2,2,25,1595,1127,41471,20,2,230,362,69,200,32,11,279565,,,30,,,,,,,,,196426,1267305.0,210467.0,212424.0,196508.0,212169.0,204834.0,125580.0,105325.0,1.0,7.0,0.0,1.0,160960.0,90660.0,234582.0,337296.0,268588.0,172043.0,164135.0,0.0,3.0,0.0
157612.5609,2021,발달상권,2120205,매봉역,2,2,25,1116,592,13950,24,29,66,18,50,55,29,9,105194,,,23,,,,,,,,,103418,520018.0,80780.0,81805.0,78797.0,82381.0,81593.0,59599.0,55063.0,1.0,1.0,0.0,0.0,122443.0,51003.0,82694.0,106745.0,99038.0,78647.0,101893.0,0.0,6.0,0.0
183104.2238,2021,발달상권,2120206,개나리아파트,2,2,30,4039,2082,5280,53,5,212,159,68,60,57,289,239406,,,45,,,,,,,,,138043,1091125.0,170003.0,169526.0,163783.0,170238.0,165469.0,128909.0,123197.0,2.0,4.0,0.0,0.0,148412.0,152073.0,177464.0,244556.0,238212.0,131954.0,146866.0,0.0,8.0,0.0
215125.9888,2021,발달상권,2120207,선정릉역,2,2,43,6763,3891,12151,180,22,704,510,245,164,64,198,362905,,,72,,,,,,,,,349457,1714827.0,263119.0,264550.0,254196.0,264772.0,260892.0,210360.0,196937.0,4.0,4.0,0.0,0.0,323475.0,203618.0,310735.0,418913.0,345758.0,201325.0,234480.0,964842.0,10.0,1.0
233482.4679,2021,발달상권,2120208,청담사거리(청담동명품거리),2,2,36,3265,1913,10577,47,0,52,129,235,74,32,224,327729,,,93,,,,,,,,,370644,1614247.0,230438.0,243945.0,238890.0,245875.0,247335.0,220349.0,187411.0,5.0,7.0,0.0,0.0,331336.0,151196.0,298744.0,384687.0,304400.0,213802.0,261415.0,0.0,8.0,0.0
200260.9698,2021,발달상권,2120209,"강남구청(청담역_8번, 강남세무서)",2,2,24,1374,671,8984,20,20,31,85,16,33,44,227,119527,,,75,,,,,,,,,185457,590118.0,88850.0,91228.0,88978.0,91665.0,90904.0,73903.0,64589.0,4.0,5.0,0.0,0.0,134148.0,91813.0,75285.0,109117.0,120581.0,82823.0,110498.0,0.0,4.0,0.0
212588.3812,2021,발달상권,2120210,선릉역,2,2,92,4780,3339,48780,94,25,683,736,101,116,33,19,1024679,,,150,,,,,,,,,387998,4886626.0,772203.0,784727.0,741564.0,789499.0,769988.0,547418.0,481227.0,1.0,11.0,0.0,0.0,360433.0,544506.0,892609.0,1173452.0,983991.0,665857.0,626211.0,3376152.0,6.0,1.0
113351.1868,2021,발달상권,2120211,도성초등학교,2,2,11,1638,726,984,23,3,65,52,30,57,50,81,159271,,,27,,,,,,,,,76502,867280.0,123471.0,123401.0,123636.0,126272.0,125692.0,128790.0,116019.0,0.0,1.0,0.0,0.0,72437.0,255306.0,105770.0,118621.0,173484.0,105853.0,108246.0,0.0,4.0,0.0
135237.9581,2021,발달상권,2120212,한티역,2,2,21,1481,682,713,20,0,29,73,43,13,17,104,198635,,,58,,,,,,,,,298535,1130866.0,156220.0,157669.0,158778.0,159333.0,161554.0,177006.0,160308.0,1.0,6.0,1.0,0.0,112734.0,400992.0,109992.0,110405.0,230386.0,146568.0,132523.0,640544.0,4.0,1.0
118181.098,2021,발달상권,2120213,삼성중앙역,2,2,36,4094,2304,8472,90,13,475,219,91,43,26,213,340870,,,41,,,,,,,,,119182,1626916.0,251179.0,254364.0,246209.0,256603.0,250733.0,189433.0,178394.0,2.0,3.0,0.0,0.0,228925.0,123095.0,291141.0,409618.0,367657.0,210439.0,224967.0,350106.0,3.0,1.0
151859.732,2021,발달상권,2120214,영동대교남단교차로,2,2,18,761,321,3990,8,0,0,16,0,0,12,200,50447,,,11,,,,,,,,,115633,243024.0,37530.0,38130.0,37042.0,38479.0,38344.0,29546.0,23954.0,0.0,1.0,0.0,0.0,89135.0,23911.0,35890.0,57431.0,48399.0,36685.0,40708.0,0.0,2.0,0.0
216608.4457,2021,발달상권,2120215,포스코사거리,2,2,68,3513,2227,61656,29,0,116,631,132,190,39,284,649685,,,92,,,,,,,,,322182,3020216.0,494469.0,500181.0,470101.0,501109.0,482619.0,298382.0,273357.0,0.0,17.0,0.0,0.0,318625.0,291700.0,541991.0,811014.0,680424.0,386815.0,308273.0,0.0,7.0,0.0
81720.70085,2021,발달상권,2120216,경기고교사거리(경기고교앞사거리),2,2,18,218,151,4934,1,0,0,0,0,0,0,12,38529,,,31,,,,,,,,,255214,182869.0,28236.0,28705.0,27773.0,28877.0,28791.0,22565.0,17921.0,0.0,4.0,0.0,0.0,71694.0,19113.0,26277.0,41468.0,35920.0,26944.0,33146.0,0.0,5.0,0.0
106527.722,2021,발달상권,2120217,대치사거리,2,2,20,3789,2015,2779,102,30,299,233,231,88,39,57,248942,,,11,,,,,,,,,84662,1256712.0,188763.0,188325.0,181325.0,188906.0,186135.0,165849.0,157409.0,0.0,2.0,0.0,0.0,159410.0,326926.0,165997.0,211948.0,242049.0,164459.0,145334.0,0.0,5.0,0.0
90531.43997,2021,발달상권,2120218,코엑스,2,2,27,28,17,290,0,0,0,0,0,0,0,0,8342,,,22,,,,,,,,,104249,43897.0,6449.0,6712.0,6721.0,7016.0,6965.0,5426.0,4610.0,0.0,6.0,0.0,0.0,145396.0,2369.0,9443.0,12627.0,9737.0,5352.0,4370.0,0.0,3.0,0.0
137816.8662,2021,발달상권,2120219,은마아파트,2,2,39,1039,418,17161,18,0,3,23,26,9,19,132,179323,,,57,,,,,,,,,162452,1049645.0,143566.0,143272.0,143822.0,144185.0,146754.0,171439.0,156606.0,0.0,6.0,0.0,0.0,149660.0,414444.0,107319.0,92435.0,184586.0,127461.0,123400.0,0.0,6.0,0.0
124039.6131,2021,발달상권,2120220,대치역,2,2,24,831,255,5578,3,0,0,0,0,0,0,212,87321,,,72,,,,,,,,,126437,504597.0,72028.0,72091.0,69522.0,72567.0,72325.0,77759.0,68307.0,1.0,8.0,0.0,0.0,163253.0,183268.0,43178.0,40920.0,97794.0,64258.0,75178.0,475747.0,5.0,1.0
184413.4893,2021,발달상권,2120221,봉은사역,2,2,19,693,489,19513,7,0,5,42,13,18,21,78,90746,,,33,,,,,,,,,434607,401456.0,64210.0,64415.0,61513.0,64999.0,63446.0,43488.0,39384.0,2.0,6.0,0.0,0.0,124925.0,45547.0,66565.0,93640.0,84857.0,52442.0,58406.0,774164.0,6.0,1.0
170873.586,2021,발달상권,2120222,삼성역,2,2,55,746,508,43324,8,0,2,3,37,18,8,31,214716,,,88,,,,,,,,,800367,922434.0,157326.0,158873.0,145592.0,159415.0,153296.0,81440.0,66491.0,3.0,15.0,1.0,0.0,356336.0,78405.0,185520.0,262599.0,194779.0,110425.0,90707.0,2560419.0,12.0,1.0
88769.85897,2021,발달상권,2120223,휘문고교사거리,2,2,6,309,111,9166,9,0,0,9,18,20,2,34,48981,,,9,,,,,,,,,155033,213520.0,36149.0,36012.0,33118.0,36524.0,34934.0,19838.0,16944.0,0.0,0.0,0.0,0.0,133569.0,31171.0,35792.0,52672.0,45407.0,26470.0,22006.0,0.0,5.0,0.0
652040.4129,2021,발달상권,2120224,수서역,2,2,21,594,437,12418,0,0,0,0,0,0,0,0,41388,,,40,,,,,,,,,413984,189801.0,29801.0,30002.0,29104.0,30056.0,29535.0,21828.0,19475.0,0.0,3.0,0.0,0.0,60183.0,20363.0,20313.0,32128.0,32685.0,28130.0,56183.0,1537407.0,6.0,1.0
58412.37363,2021,전통시장,2130303,영동전통시장,2,2,3,1142,728,242,19,0,130,72,19,11,0,2,76435,,,5,,,,,,,,,0,400469.0,59774.0,60933.0,58641.0,61386.0,61843.0,52584.0,45310.0,0.0,0.0,0.0,0.0,39097.0,16433.0,92982.0,103071.0,77928.0,49501.0,60552.0,0.0,0.0,0.0
111460.9194,2021,전통시장,2130310,강남개포시장,2,2,9,112,83,298,0,0,0,0,0,0,0,0,27757,,,30,,,,,,,,,49366,156758.0,22099.0,22313.0,23056.0,22836.0,23222.0,22565.0,20667.0,0.0,3.0,0.0,0.0,25363.0,34982.0,15625.0,16908.0,28511.0,24179.0,36552.0,190565.0,2.0,1.0
330073.8407,2021,관광특구,1001496,강남 마이스 관광특구,2,2,14,29,18,15904,0,0,0,0,0,0,0,0,18973,,,34,,,,,,,,,248196,95914.0,14551.0,15070.0,14804.0,15586.0,15381.0,11155.0,9367.0,1.0,8.0,1.0,0.0,237891.0,5297.0,20682.0,27920.0,21070.0,11565.0,9379.0,0.0,5.0,0.0
185722.4089,2021,발달상권,2120185,논현역,2,3,52,3768,2428,12764,52,4,281,370,159,58,14,76,513125,,,105,,,,,,,,,84808,2496536.0,372456.0,379860.0,384111.0,393642.0,389536.0,306993.0,269938.0,1.0,7.0,0.0,0.0,321182.0,149777.0,517133.0,638387.0,494936.0,322917.0,373387.0,997736.0,3.0,1.0
174896.4094,2021,발달상권,2120186,가로수길,2,3,24,3152,1777,6518,62,0,196,151,94,54,43,88,360759,,,42,,,,,,,,,115626,2045827.0,293254.0,298931.0,305771.0,312833.0,318252.0,277960.0,238823.0,2.0,4.0,0.0,0.0,256687.0,228609.0,457684.0,464401.0,363109.0,234271.0,297751.0,0.0,2.0,0.0
226968.8652,2021,발달상권,2120187,신논현역,2,3,75,5512,3959,13076,61,5,365,218,64,28,43,75,514243,,,154,,,,,,,,,51518,2641086.0,380597.0,390700.0,394508.0,403833.0,410571.0,356552.0,304326.0,3.0,7.0,0.0,0.0,382392.0,197889.0,686410.0,684396.0,478987.0,284362.0,309042.0,1155576.0,3.0,1.0
167761.2639,2021,발달상권,2120188,압구정역,2,3,40,1129,598,8579,20,1,55,36,15,8,26,80,318661,,,213,,,,,,,,,389123,1697465.0,249178.0,256945.0,257838.0,267371.0,275635.0,222753.0,167747.0,0.0,14.0,1.0,0.0,251745.0,257231.0,291604.0,345040.0,328556.0,219119.0,255917.0,1379166.0,6.0,1.0
280399.3047,2021,발달상권,2120190,강남을지병원,2,3,33,2274,1334,11703,46,0,174,215,40,34,32,30,283855,,,72,,,,,,,,,382875,1397273.0,207841.0,217679.0,219718.0,225674.0,223282.0,164060.0,139019.0,0.0,3.0,0.0,0.0,295195.0,110295.0,286801.0,374335.0,285558.0,160277.0,180007.0,0.0,6.0,0.0
272528.7919,2021,발달상권,2120191,학동역,2,3,48,4394,2961,13862,82,18,307,559,57,30,20,155,358289,,,65,,,,,,,,,307373,1655038.0,249105.0,258509.0,261259.0,268347.0,260526.0,189445.0,167847.0,4.0,6.0,0.0,0.0,366286.0,105026.0,371592.0,443438.0,323058.0,196366.0,215561.0,1279436.0,6.0,1.0
246773.4193,2021,발달상권,2120192,뱅뱅사거리,2,3,64,6735,4796,27462,47,11,405,536,94,52,56,278,361821,,,87,,,,,,,,,264434,1647607.0,252329.0,260213.0,262599.0,269529.0,260218.0,177783.0,164938.0,2.0,13.0,0.0,1.0,317599.0,140724.0,319196.0,436800.0,341676.0,205676.0,203533.0,0.0,3.0,0.0
186934.7303,2021,발달상권,2120193,도산공원교차로,2,3,21,1184,596,6384,33,0,51,65,36,21,32,102,125553,,,19,,,,,,,,,96539,611748.0,91144.0,96338.0,97652.0,100768.0,99534.0,69815.0,56498.0,0.0,4.0,0.0,0.0,185023.0,46844.0,119667.0,161086.0,133143.0,71751.0,79255.0,0.0,3.0,0.0
165690.3362,2021,발달상권,2120194,언주역(차병원),2,3,45,2599,1764,12628,63,5,400,330,80,39,13,97,355133,,,67,,,,,,,,,197037,1645810.0,248130.0,256286.0,257152.0,263475.0,256579.0,191429.0,172759.0,1.0,3.0,0.0,0.0,242446.0,78920.0,348506.0,479044.0,336731.0,191630.0,210979.0,481817.0,7.0,1.0
120497.0534,2021,발달상권,2120195,성수대교남단,2,3,12,444,224,5611,9,5,23,26,15,6,21,26,155046,,,51,,,,,,,,,116528,890987.0,124621.0,130910.0,133498.0,138703.0,142191.0,124140.0,96925.0,0.0,8.0,0.0,0.0,126829.0,98503.0,192677.0,202426.0,163354.0,105056.0,128971.0,0.0,2.0,0.0
229567.843,2021,발달상권,2120196,서울세관,2,3,18,1346,899,9687,24,0,16,19,10,22,17,33,142365,,,36,,,,,,,,,88902,666948.0,99740.0,104381.0,105948.0,109986.0,106627.0,74195.0,66072.0,4.0,5.0,0.0,0.0,185479.0,49994.0,126161.0,173989.0,146597.0,80875.0,89332.0,0.0,7.0,0.0
249479.5908,2021,발달상권,2120197,역삼역,2,3,148,6012,4306,58694,101,6,749,419,202,135,61,39,685912,,,172,,,,,,,,,412757,3192796.0,506260.0,530466.0,533357.0,552142.0,520374.0,297492.0,252705.0,2.0,25.0,0.0,0.0,562806.0,130759.0,729481.0,938005.0,663739.0,381010.0,349804.0,2478575.0,7.0,1.0
168351.1537,2021,발달상권,2120198,구역삼세무서,2,3,36,7376,5072,11531,141,36,766,717,161,146,106,66,440484,,,33,,,,,,,,,271289,2029988.0,301900.0,307620.0,315820.0,318482.0,306552.0,242586.0,237026.0,2.0,3.0,0.0,0.0,291469.0,140137.0,462863.0,560037.0,388096.0,228238.0,250617.0,0.0,7.0,0.0
