매출,기준_년_코드,상권_구분_코드_명,상권_코드,상권_코드_명,시간대,분기,점포수,총 상주인구 수,총 가구 수,총_직장인구_수,아파트_단지_수,아파트_가격_1_억_미만_세대_수,아파트_가격_1_억_세대_수,아파트_가격_2_억_세대_수,아파트_가격_3_억_세대_수,아파트_가격_4_억_세대_수,아파트_가격_5_억_세대_수,아파트_가격_6_억_이상_세대_수,시간대_생활인구_수,평일_생활인구_평균,주말_생활인구_평균,집객시설_수,배후지_아파트_단지_수,배후지_아파트_가격_1_억_미만_세대_수,배후지_아파트_가격_1_억_세대_수,배후지_아파트_가격_2_억_세대_수,배후지_아파트_가격_3_억_세대_수,배후지_아파트_가격_4_억_세대_수,배후지_아파트_가격_5_억_세대_수,배후지_아파트_가격_6_억_이상_세대_수,시간대_버스_승하차승객수,총_생활인구_수,월요일_생활인구_수,화요일_생활인구_수,수요일_생활인구_수,목요일_생활인구_수,금요일_생활인구_수,토요일_생활인구_수,일요일_생활인구_수,관공서_수,은행_수,백화점_수,숙박_시설_수,area,연령대_10_생활인구_수,연령대_20_생활인구_수,연령대_30_생활인구_수,연령대_40_생활인구_수,연령대_50_생활인구_수,연령대_60_이상_생활인구_수,시간대_지하철_승하차승객수,버스정류장_수,지하철역_수
83160.41852,2021,골목상권,2110951,신사은행나무공원,4,1,3,979,574,273,16,3,77,37,7,11,3,23,87531,88718.0,72744.0,1,107.0,4.0,376.0,333.0,123.0,86.0,62.0,138.0,0,,,,,,,,,,,,,,,,,,,,,,
94594.13704,2021,골목상권,2110952,논현목련공원,4,1,3,868,571,117,27,0,120,93,26,13,2,3,20198,26127.0,26015.0,2,176.0,3.0,769.0,1030.0,125.0,132.0,94.0,168.0,0,,,,,,,,,,,,,,,,,,,,,,
83802.10741,2021,골목상권,2110954,국기원,4,1,3,448,303,636,3,0,28,2,3,0,0,1,82917,56907.6,53001.5,3,51.0,2.0,257.0,226.0,52.0,39.0,53.0,104.0,0,,,,,,,,,,,,,,,,,,,,,,
158659.5559,2021,골목상권,2110955,논현초등학교,4,1,29,7089,4515,3430,182,20,938,611,151,104,91,141,350780,418285.4,390410.5,12,414.0,33.0,2233.0,1792.0,350.0,260.0,143.0,428.0,0,,,,,,,,,,,,,,,,,,,,,,
157559.6222,2021,골목상권,2110957,언북중학교,4,1,6,1761,1088,1251,50,1,120,168,116,24,54,46,154346,146781.2,96257.5,7,91.0,8.0,208.0,570.0,149.0,34.0,61.0,240.0,0,,,,,,,,,,,,,,,,,,,,,,
154368.4185,2021,골목상권,2110958,역삼역 4번,4,1,3,861,544,994,29,4,151,61,24,8,16,26,74589,64035.4,38382.0,4,122.0,15.0,688.0,525.0,150.0,85.0,82.0,67.0,0,,,,,,,,,,,,,,,,,,,,,,
83316.67778,2021,골목상권,2110959,신구중학교,4,1,3,361,170,271,2,0,0,0,0,0,3,79,20173,16858.4,13093.0,3,59.0,6.0,77.0,67.0,50.0,26.0,69.0,487.0,0,,,,,,,,,,,,,,,,,,,,,,
137109.5778,2021,골목상권,2110960,은광여고,4,1,3,727,422,1522,16,21,106,42,8,21,7,34,12528,15055.0,13998.5,3,95.0,43.0,591.0,395.0,103.0,172.0,51.0,736.0,0,,,,,,,,,,,,,,,,,,,,,,
159611.927,2021,골목상권,2110961,언주역 3번,4,1,7,2163,1335,962,56,0,231,194,84,53,12,94,176817,173155.2,145304.5,1,192.0,12.0,850.0,911.0,200.0,161.0,60.0,1032.0,0,,,,,,,,,,,,,,,,,,,,,,
76768.47407,2021,골목상권,2110963,역삼월드메르디앙아파트,4,1,3,1684,860,780,45,3,173,147,100,27,13,133,42225,54335.4,48511.0,1,192.0,37.0,762.0,886.0,325.0,220.0,154.0,1196.0,0,,,,,,,,,,,,,,,,,,,,,,
157083.0759,2021,골목상권,2110965,언주역 6번,4,1,6,2245,1500,1139,65,14,323,214,91,41,17,6,121310,123456.8,97052.5,2,223.0,34.0,1198.0,860.0,292.0,124.0,64.0,440.0,0,,,,,,,,,,,,,,,,,,,,,,
63232.07963,2021,골목상권,2110966,논현2동주민센터,4,1,6,2864,1577,1637,60,12,139,216,69,132,116,158,305929,276793.0,193169.0,5,109.0,16.0,211.0,285.0,150.0,163.0,126.0,1555.0,0,,,,,,,,,,,,,,,,,,,,,,
160856.3457,2021,골목상권,2110967,역삼역 8번,4,1,9,1279,864,377,33,3,211,83,61,9,4,22,86076,90367.8,67438.5,3,202.0,33.0,1152.0,753.0,316.0,120.0,63.0,56.0,0,,,,,,,,,,,,,,,,,,,,,,
270405.4778,2021,골목상권,2110971,선정릉역 4번,4,1,9,3870,2549,1542,131,34,725,636,125,68,27,48,111322,127036.4,107818.0,1,338.0,69.0,1572.0,1437.0,398.0,281.0,110.0,676.0,0,,,,,,,,,,,,,,,,,,,,,,
124252.7667,2021,골목상권,2110972,강남세브란스병원미래의학연구센터,4,1,3,1921,1003,2628,55,0,223,122,169,90,16,4,32063,40143.2,35780.0,2,217.0,35.0,789.0,666.0,453.0,255.0,157.0,1223.0,0,,,,,,,,,,,,,,,,,,,,,,
104686.1,2021,골목상권,2110974,언주중학교,4,1,6,1513,796,292,58,4,186,161,60,23,20,88,91949,109818.2,102402.5,2,229.0,10.0,746.0,618.0,249.0,121.0,53.0,1733.0,0,,,,,,,,,,,,,,,,,,,,,,
325114.6241,2021,골목상권,2110975,매봉역 1번,4,1,6,890,353,10837,25,1,20,49,10,9,19,142,42797,42377.2,40289.5,12,78.0,30.0,60.0,56.0,45.0,36.0,46.0,1738.0,27050,,,,,,,,,,,,,,,,,,,,,,
85804.62222,2021,골목상권,2110976,언북초등학교,4,1,6,2022,1080,578,56,0,63,179,110,70,55,51,113311,113018.8,99031.5,2,137.0,20.0,319.0,263.0,382.0,166.0,109.0,1652.0,0,,,,,,,,,,,,,,,,,,,,,,
51902.45432,2021,골목상권,2110977,논현로18길,4,1,9,691,340,148,16,2,30,56,25,6,0,0,18293,18939.4,15428.0,0,205.0,59.0,572.0,751.0,544.0,58.0,31.0,57.0,0,,,,,,,,,,,,,,,,,,,,,,
64626.73704,2021,골목상권,2110980,개포지구대옆,4,1,3,2629,1125,663,77,9,153,231,220,22,12,54,64690,77951.6,70725.0,1,219.0,46.0,543.0,742.0,468.0,95.0,23.0,491.0,0,,,,,,,,,,,,,,,,,,,,,,
150425.3173,2021,골목상권,2110981,국악고교사거리,4,1,9,2118,907,361,55,14,127,219,196,12,12,0,59417,65946.4,60562.5,2,313.0,80.0,955.0,1219.0,766.0,128.0,52.0,8.0,2026,,,,,,,,,,,,,,,,,,,,,,
85145.56296,2021,골목상권,2110982,강남구보훈회관,4,1,3,827,406,166,22,4,104,61,21,6,7,3,22926,27183.6,27772.0,1,134.0,16.0,403.0,250.0,126.0,55.0,42.0,3273.0,0,,,,,,,,,,,,,,,,,,,,,,
630984.8296,2021,골목상권,2110983,국립국악고등학교,4,1,3,2703,1231,783,66,10,167,234,131,48,11,10,50566,66712.2,66143.0,3,242.0,46.0,635.0,818.0,629.0,91.0,34.0,104.0,3392,,,,,,,,,,,,,,,,,,,,,,
164137.0014,2021,골목상권,2110984,포이초등학교(개포목련어린이공원),4,1,8,4267,1912,1556,106,27,365,331,208,76,25,35,88327,138699.0,136036.5,10,251.0,51.0,769.0,883.0,633.0,148.0,51.0,199.0,1916,,,,,,,,,,,,,,,,,,,,,,
182863.6407,2021,골목상권,2110985,청담근린공원,4,1,3,956,480,1338,27,0,14,44,37,37,5,102,37177,37171.4,33350.0,1,88.0,0.0,22.0,93.0,95.0,59.0,48.0,1786.0,0,,,,,,,,,,,,,,,,,,,,,,
125012.0148,2021,골목상권,2110988,청담역 3번,4,1,3,1289,463,1594,21,0,0,2,2,4,13,324,29519,28352.6,28226.0,2,63.0,2.0,38.0,98.0,34.0,12.0,42.0,2004.0,0,,,,,,,,,,,,,,,,,,,,,,
76484.21111,2021,골목상권,2110989,대치동아우편취급국,4,1,9,1588,904,444,60,2,281,245,106,41,8,4,107734,107167.4,86481.0,1,278.0,21.0,1277.0,1407.0,571.0,459.0,106.0,614.0,0,,,,,,,,,,,,,,,,,,,,,,
96919.85926,2021,골목상권,2110992,도곡초등학교,4,1,18,7894,3681,2179,205,7,703,587,321,165,73,102,220028,256594.8,279206.5,3,464.0,26.0,1345.0,1158.0,660.0,378.0,192.0,2713.0,0,,,,,,,,,,,,,,,,,,,,,,
63626.30185,2021,골목상권,2110994,개포고등학교,4,1,6,1777,797,494,57,2,93,116,60,31,3,57,59070,81282.8,77705.5,18,71.0,2.0,93.0,116.0,60.0,31.0,3.0,1347.0,0,,,,,,,,,,,,,,,,,,,,,,
100120.8074,2021,골목상권,2110995,봉은사역 4번,4,1,3,2802,1097,5085,70,1,44,42,28,41,16,721,63767,76870.0,75101.5,5,147.0,1.0,66.0,113.0,64.0,91.0,75.0,3295.0,3645,,,,,,,,,,,,,,,,,,,,,,
86059.37778,2021,골목상권,2110996,대치2동주민센터,4,1,3,1430,682,1959,65,0,6,18,40,80,45,336,92004,96862.6,94865.0,8,212.0,5.0,212.0,342.0,182.0,162.0,110.0,3659.0,8421,,,,,,,,,,,,,,,,,,,,,,
193198.881,2021,골목상권,2110997,대청초등학교,4,1,21,7187,3441,1724,133,0,139,432,164,37,28,36,264364,402343.0,388401.0,45,203.0,1.0,198.0,1025.0,630.0,445.0,202.0,1739.0,99565,,,,,,,,,,,,,,,,,,,,,,
191621.7074,2021,골목상권,2110999,윗방죽마을공원,4,1,6,3177,2401,268,2,0,1,5,10,0,1,0,11084,11417.2,12123.5,10,30.0,0.0,1.0,26.0,67.0,257.0,303.0,1632.0,40967,,,,,,,,,,,,,,,,,,,,,,
25010.54074,2021,골목상권,2111000,대왕초등학교(세곡동사거리서남측),4,1,3,444,201,39,0,0,0,0,0,0,0,0,12270,7879.6,7199.0,3,12.0,0.0,0.0,19.0,62.0,225.0,295.0,373.0,2639,,,,,,,,,,,,,,,,,,,,,,
116380.6074,2021,골목상권,2111002,한국교통안전공단 강남자동차검사소,4,1,3,317,0,317,0,0,0,0,0,0,0,0,159,27.6,96.0,5,,,,,,,,,2723,,,,,,,,,,,,,,,,,,,,,,
225327.7949,2021,골목상권,2110949,한남IC,4,2,6,564,281,1683,5,0,5,10,15,6,4,72,54304,49102.8,40226.0,3,78.0,3.0,253.0,145.0,89.0,27.0,59.0,1830.0,0,,,,,,,,,,,,,,,,,,,,,,
63505.90659,2021,골목상권,2110951,신사은행나무공원,4,2,4,979,574,273,16,3,77,37,7,11,3,23,84689,84468.2,68540.0,1,107.0,4.0,376.0,333.0,123.0,86.0,62.0,138.0,0,,,,,,,,,,,,,,,,,,,,,,
123345.2821,2021,골목상권,2110952,논현목련공원,4,2,3,868,571,117,27,0,120,93,26,13,2,3,19995,26030.2,25586.5,2,176.0,3.0,769.0,1030.0,125.0,132.0,94.0,168.0,0,,,,,,,,,,,,,,,,,,,,,,
73563.52473,2021,골목상권,2110954,국기원,4,2,4,448,303,636,3,0,28,2,3,0,0,1,89142,63287.8,59592.0,3,51.0,2.0,257.0,226.0,52.0,39.0,53.0,104.0,0,,,,,,,,,,,,,,,,,,,,,,
161263.7161,2021,골목상권,2110955,논현초등학교,4,2,30,7089,4515,3430,182,20,938,611,151,104,91,141,343326,413719.6,387919.0,12,414.0,33.0,2233.0,1792.0,350.0,260.0,143.0,428.0,0,,,,,,,,,,,,,,,,,,,,,,
208344.6007,2021,골목상권,2110957,언북중학교,4,2,6,1761,1088,1251,50,1,120,168,116,24,54,46,162308,154015.6,97957.0,7,91.0,8.0,208.0,570.0,149.0,34.0,61.0,240.0,0,,,,,,,,,,,,,,,,,,,,,,
161343.2418,2021,골목상권,2110958,역삼역 4번,4,2,3,861,544,994,29,4,151,61,24,8,16,26,75682,63935.0,38053.5,4,122.0,15.0,688.0,525.0,150.0,85.0,82.0,67.0,0,,,,,,,,,,,,,,,,,,,,,,
68717.73626,2021,골목상권,2110959,신구중학교,4,2,3,361,170,271,2,0,0,0,0,0,3,79,22720,18927.8,15359.0,3,59.0,6.0,77.0,67.0,50.0,26.0,69.0,487.0,0,,,,,,,,,,,,,,,,,,,,,,
168108.2125,2021,골목상권,2110960,은광여고,4,2,3,727,422,1522,16,21,106,42,8,21,7,34,13922,17158.8,15174.0,3,95.0,43.0,591.0,395.0,103.0,172.0,51.0,736.0,0,,,,,,,,,,,,,,,,,,,,,,
134526.221,2021,골목상권,2110961,언주역 3번,4,2,9,2163,1335,962,56,0,231,194,84,53,12,94,202350,200280.2,159479.5,1,192.0,12.0,850.0,911.0,200.0,161.0,60.0,1032.0,0,,,,,,,,,,,,,,,,,,,,,,
84184.89744,2021,골목상권,2110963,역삼월드메르디앙아파트,4,2,3,1684,860,780,45,3,173,147,100,27,13,133,38533,50249.8,44176.0,1,192.0,37.0,762.0,886.0,325.0,220.0,154.0,1196.0,0,,,,,,,,,,,,,,,,,,,,,,
141955.2674,2021,골목상권,2110965,언주역 6번,4,2,3,2245,1500,1139,65,14,323,214,91,41,17,6,121729,124427.2,98746.0,2,223.0,34.0,1198.0,860.0,292.0,124.0,64.0,440.0,0,,,,,,,,,,,,,,,,,,,,,,
65066.99451,2021,골목상권,2110966,논현2동주민센터,4,2,6,2864,1577,1637,60,12,139,216,69,132,116,158,315100,286814.6,203277.0,5,109.0,16.0,211.0,285.0,150.0,163.0,126.0,1555.0,0,,,,,,,,,,,,,,,,,,,,,,
199869.5556,2021,골목상권,2110967,역삼역 8번,4,2,9,1279,864,377,33,3,211,83,61,9,4,22,88416,92800.2,68578.5,3,202.0,33.0,1152.0,753.0,316.0,120.0,63.0,56.0,0,,,,,,,,,,,,,,,,,,,,,,
315109.9609,2021,골목상권,2110971,선정릉역 4번,4,2,9,3870,2549,1542,131,34,725,636,125,68,27,48,105900,122304.0,102460.0,1,338.0,69.0,1572.0,1437.0,398.0,281.0,110.0,676.0,0,,,,,,,,,,,,,,,,,,,,,,
144929.1245,2021,골목상권,2110972,강남세브란스병원미래의학연구센터,4,2,3,1921,1003,2628,55,0,223,122,169,90,16,4,31753,39572.4,34628.0,2,217.0,35.0,789.0,666.0,453.0,255.0,157.0,1223.0,0,,,,,,,,,,,,,,,,,,,,,,
105901.152,2021,골목상권,2110974,언주중학교,4,2,6,1513,796,292,58,4,186,161,60,23,20,88,92711,111938.6,102342.5,2,229.0,10.0,746.0,618.0,249.0,121.0,53.0,1733.0,0,,,,,,,,,,,,,,,,,,,,,,
275967.6531,2021,골목상권,2110975,매봉역 1번,4,2,7,890,353,10837,25,1,20,49,10,9,19,142,44215,43931.2,41035.5,12,78.0,30.0,60.0,56.0,45.0,36.0,46.0,1738.0,20912,,,,,,,,,,,,,,,,,,,,,,
89246.05128,2021,골목상권,2110976,언북초등학교,4,2,6,2022,1080,578,56,0,63,179,110,70,55,51,114924,113871.4,98528.5,2,137.0,20.0,319.0,263.0,382.0,166.0,109.0,1652.0,0,,,,,,,,,,,,,,,,,,,,,,
57701.38095,2021,골목상권,2110977,논현로18길,4,2,9,691,340,148,16,2,30,56,25,6,0,0,17556,18264.2,14834.5,0,205.0,59.0,572.0,751.0,544.0,58.0,31.0,57.0,0,,,,,,,,,,,,,,,,,,,,,,
66983.54212,2021,골목상권,2110980,개포지구대옆,4,2,3,2629,1125,663,77,9,153,231,220,22,12,54,61858,74523.6,66393.5,1,219.0,46.0,543.0,742.0,468.0,95.0,23.0,491.0,0,,,,,,,,,,,,,,,,,,,,,,
162944.5433,2021,골목상권,2110981,국악고교사거리,4,2,9,2118,907,361,55,14,127,219,196,12,12,0,57444,65029.2,60333.5,2,313.0,80.0,955.0,1219.0,766.0,128.0,52.0,8.0,0,,,,,,,,,,,,,,,,,,,,,,
104800.4799,2021,골목상권,2110982,강남구보훈회관,4,2,3,827,406,166,22,4,104,61,21,6,7,3,23276,28177.6,28496.5,1,134.0,16.0,403.0,250.0,126.0,55.0,42.0,3273.0,0,,,,,,,,,,,,,,,,,,,,,,
661501.2894,2021,골목상권,2110983,국립국악고등학교,4,2,3,2703,1231,783,66,10,167,234,131,48,11,10,44010,56425.0,55269.5,3,242.0,46.0,635.0,818.0,629.0,91.0,34.0,104.0,3481,,,,,,,,,,,,,,,,,,,,,,
198349.4542,2021,골목상권,2110984,포이초등학교(개포목련어린이공원),4,2,6,4267,1912,1556,106,27,365,331,208,76,25,35,86670,138650.4,133198.5,10,251.0,51.0,769.0,883.0,633.0,148.0,51.0,199.0,2027,,,,,,,,,,,,,,,,,,,,,,
192858.3773,2021,골목상권,2110985,청담근린공원,4,2,3,956,480,1338,27,0,14,44,37,37,5,102,37154,37006.4,34102.5,1,88.0,0.0,22.0,93.0,95.0,59.0,48.0,1786.0,0,,,,,,,,,,,,,,,,,,,,,,
128452.2308,2021,골목상권,2110988,청담역 3번,4,2,3,1289,463,1594,21,0,0,2,2,4,13,324,30206,28681.0,28646.0,2,63.0,2.0,38.0,98.0,34.0,12.0,42.0,2004.0,0,,,,,,,,,,,,,,,,,,,,,,
74816.32601,2021,골목상권,2110989,대치동아우편취급국,4,2,9,1588,904,444,60,2,281,245,106,41,8,4,108384,108986.0,87126.5,1,278.0,21.0,1277.0,1407.0,571.0,459.0,106.0,614.0,0,,,,,,,,,,,,,,,,,,,,,,
96127.27595,2021,골목상권,2110992,도곡초등학교,4,2,18,7894,3681,2179,205,7,703,587,321,165,73,102,207116,252357.2,285247.0,3,464.0,26.0,1345.0,1158.0,660.0,378.0,192.0,2713.0,0,,,,,,,,,,,,,,,,,,,,,,
80197.67399,2021,골목상권,2110994,개포고등학교,4,2,6,1777,797,494,57,2,93,116,60,31,3,57,58625,81889.2,74555.0,18,71.0,2.0,93.0,116.0,60.0,31.0,3.0,1347.0,0,,,,,,,,,,,,,,,,,,,,,,
106077.0147,2021,골목상권,2110995,봉은사역 4번,4,2,3,2802,1097,5085,70,1,44,42,28,41,16,721,63723,77652.2,76840.0,5,147.0,1.0,66.0,113.0,64.0,91.0,75.0,3295.0,4202,,,,,,,,,,,,,,,,,,,,,,
104673.9487,2021,골목상권,2110996,대치2동주민센터,4,2,3,1430,682,1959,65,0,6,18,40,80,45,336,99017,106751.4,105349.0,8,212.0,5.0,212.0,342.0,182.0,162.0,110.0,3659.0,9607,,,,,,,,,,,,,,,,,,,,,,
174143.7967,2021,골목상권,2110997,대청초등학교,4,2,18,7187,3441,1724,133,0,139,432,164,37,28,36,250515,376906.6,363480.0,45,203.0,1.0,198.0,1025.0,630.0,445.0,202.0,1739.0,100698,,,,,,,,,,,,,,,,,,,,,,
198753.4139,2021,골목상권,2110999,윗방죽마을공원,4,2,6,3177,2401,268,2,0,1,5,10,0,1,0,11097,11512.6,12221.5,10,30.0,0.0,1.0,26.0,67.0,257.0,303.0,1632.0,45899,,,,,,,,,,,,,,,,,,,,,,
22121.13553,2021,골목상권,2111000,대왕초등학교(세곡동사거리서남측),4,2,3,444,201,39,0,0,0,0,0,0,0,0,12343,8022.2,7526.5,3,12.0,0.0,0.0,19.0,62.0,225.0,295.0,373.0,3592,,,,,,,,,,,,,,,,,,,,,,
146542.7436,2021,골목상권,2111002,한국교통안전공단 강남자동차검사소,4,2,3,317,0,317,0,0,0,0,0,0,0,0,447,163.2,178.5,5,,,,,,,,,2868,,,,,,,,,,,,,,,,,,,,,,
240331.1793,2021,골목상권,2110949,한남IC,4,3,6,564,281,1683,5,0,5,10,15,6,4,72,56598,51649.0,42591.5,3,78.0,3.0,253.0,145.0,89.0,27.0,59.0,1830.0,0,,,,,,,,,,,,,,,,,,,,,,
98749.28623,2021,골목상권,2110951,신사은행나무공원,4,3,3,979,574,273,16,3,77,37,7,11,3,23,73981,74558.8,62346.5,1,107.0,4.0,376.0,333.0,123.0,86.0,62.0,138.0,0,,,,,,,,,,,,,,,,,,,,,,
123612.4819,2021,골목상권,2110952,논현목련공원,4,3,3,868,571,117,27,0,120,93,26,13,2,3,20689,27283.4,26936.5,2,176.0,3.0,769.0,1030.0,125.0,132.0,94.0,168.0,0,,,,,,,,,,,,,,,,,,,,,,
87257.19203,2021,골목상권,2110954,국기원,4,3,3,448,303,636,3,0,28,2,3,0,0,1,85193,55940.8,52404.0,3,51.0,2.0,257.0,226.0,52.0,39.0,53.0,104.0,0,,,,,,,,,,,,,,,,,,,,,,
179154.1289,2021,골목상권,2110955,논현초등학교,4,3,28,7089,4515,3430,182,20,938,611,151,104,91,141,343409,411667.6,384060.0,12,414.0,33.0,2233.0,1792.0,350.0,260.0,143.0,428.0,0,,,,,,,,,,,,,,,,,,,,,,
214711.317,2021,골목상권,2110957,언북중학교,4,3,6,1761,1088,1251,50,1,120,168,116,24,54,46,151094,144719.6,96910.5,7,91.0,8.0,208.0,570.0,149.0,34.0,61.0,240.0,0,,,,,,,,,,,,,,,,,,,,,,
159858.3986,2021,골목상권,2110958,역삼역 4번,4,3,3,861,544,994,29,4,151,61,24,8,16,26,67757,56836.8,33553.0,4,122.0,15.0,688.0,525.0,150.0,85.0,82.0,67.0,0,,,,,,,,,,,,,,,,,,,,,,
78078.92754,2021,골목상권,2110959,신구중학교,4,3,3,361,170,271,2,0,0,0,0,0,3,79,19701,15443.4,13083.5,3,59.0,6.0,77.0,67.0,50.0,26.0,69.0,487.0,0,,,,,,,,,,,,,,,,,,,,,,
166009.6522,2021,골목상권,2110960,은광여고,4,3,3,727,422,1522,16,21,106,42,8,21,7,34,12858,14957.8,14539.0,3,95.0,43.0,591.0,395.0,103.0,172.0,51.0,736.0,0,,,,,,,,,,,,,,,,,,,,,,
224600.9928,2021,골목상권,2110961,언주역 3번,4,3,9,2163,1335,962,56,0,231,194,84,53,12,94,118835,116776.6,83955.0,1,192.0,12.0,850.0,911.0,200.0,161.0,60.0,1032.0,0,,,,,,,,,,,,,,,,,,,,,,
77121.32246,2021,골목상권,2110963,역삼월드메르디앙아파트,4,3,3,1684,860,780,45,3,173,147,100,27,13,133,44384,54504.4,46482.0,1,192.0,37.0,762.0,886.0,325.0,220.0,154.0,1196.0,0,,,,,,,,,,,,,,,,,,,,,,
132431.0362,2021,골목상권,2110965,언주역 6번,4,3,3,2245,1500,1139,65,14,323,214,91,41,17,6,123135,123431.8,96792.5,2,223.0,34.0,1198.0,860.0,292.0,124.0,64.0,440.0,0,,,,,,,,,,,,,,,,,,,,,,
63712.24457,2021,골목상권,2110966,논현2동주민센터,4,3,6,2864,1577,1637,60,12,139,216,69,132,116,158,294381,269429.4,195853.0,5,109.0,16.0,211.0,285.0,150.0,163.0,126.0,1555.0,0,,,,,,,,,,,,,,,,,,,,,,
192576.4565,2021,골목상권,2110967,역삼역 8번,4,3,9,1279,864,377,33,3,211,83,61,9,4,22,89360,94148.8,69401.5,3,202.0,33.0,1152.0,753.0,316.0,120.0,63.0,56.0,0,,,,,,,,,,,,,,,,,,,,,,
325744.4106,2021,골목상권,2110971,선정릉역 4번,4,3,9,3870,2549,1542,131,34,725,636,125,68,27,48,86624,100166.4,87818.0,1,338.0,69.0,1572.0,1437.0,398.0,281.0,110.0,676.0,0,,,,,,,,,,,,,,,,,,,,,,
130961.2971,2021,골목상권,2110972,강남세브란스병원미래의학연구센터,4,3,3,1921,1003,2628,55,0,223,122,169,90,16,4,37235,43836.2,37420.5,2,217.0,35.0,789.0,666.0,453.0,255.0,157.0,1223.0,0,,,,,,,,,,,,,,,,,,,,,,
119395.4547,2021,골목상권,2110974,언주중학교,4,3,6,1513,796,292,58,4,186,161,60,23,20,88,88466,105867.2,97251.0,2,229.0,10.0,746.0,618.0,249.0,121.0,53.0,1733.0,0,,,,,,,,,,,,,,,,,,,,,,
367696.9801,2021,골목상권,2110975,매봉역 1번,4,3,6,890,353,10837,25,1,20,49,10,9,19,142,51325,52927.6,46417.5,12,78.0,30.0,60.0,56.0,45.0,36.0,46.0,1738.0,20599,,,,,,,,,,,,,,,,,,,,,,
90104.89312,2021,골목상권,2110976,언북초등학교,4,3,6,2022,1080,578,56,0,63,179,110,70,55,51,99062,103296.6,92500.0,2,137.0,20.0,319.0,263.0,382.0,166.0,109.0,1652.0,0,,,,,,,,,,,,,,,,,,,,,,
68519.39251,2021,골목상권,2110977,논현로18길,4,3,9,691,340,148,16,2,30,56,25,6,0,0,19504,21834.6,18218.0,0,205.0,59.0,572.0,751.0,544.0,58.0,31.0,57.0,0,,,,,,,,,,,,,,,,,,,,,,
83062.29348,2021,골목상권,2110980,개포지구대옆,4,3,3,2629,1125,663,77,9,153,231,220,22,12,54,69478,86834.6,77724.5,1,219.0,46.0,543.0,742.0,468.0,95.0,23.0,491.0,0,,,,,,,,,,,,,,,,,,,,,,
161740.1002,2021,골목상권,2110981,국악고교사거리,4,3,9,2118,907,361,55,14,127,219,196,12,12,0,55981,60764.8,55447.0,2,313.0,80.0,955.0,1219.0,766.0,128.0,52.0,8.0,0,,,,,,,,,,,,,,,,,,,,,,
92178.57609,2021,골목상권,2110982,강남구보훈회관,4,3,3,827,406,166,22,4,104,61,21,6,7,3,21515,25271.8,25348.5,1,134.0,16.0,403.0,250.0,126.0,55.0,42.0,3273.0,0,,,,,,,,,,,,,,,,,,,,,,
669399.8986,2021,골목상권,2110983,국립국악고등학교,4,3,3,2703,1231,783,66,10,167,234,131,48,11,10,52221,64719.8,63413.5,3,242.0,46.0,635.0,818.0,629.0,91.0,34.0,104.0,3457,,,,,,,,,,,,,,,,,,,,,,
218410.7953,2021,골목상권,2110984,포이초등학교(개포목련어린이공원),4,3,6,4267,1912,1556,106,27,365,331,208,76,25,35,87898,149250.8,149444.5,10,251.0,51.0,769.0,883.0,633.0,148.0,51.0,199.0,1951,,,,,,,,,,,,,,,,,,,,,,
181809.6123,2021,골목상권,2110985,청담근린공원,4,3,3,956,480,1338,27,0,14,44,37,37,5,102,32405,30982.8,27854.0,1,88.0,0.0,22.0,93.0,95.0,59.0,48.0,1786.0,0,,,,,,,,,,,,,,,,,,,,,,
128406.3949,2021,골목상권,2110988,청담역 3번,4,3,3,1289,463,1594,21,0,0,2,2,4,13,324,20244,19609.0,21630.0,2,63.0,2.0,38.0,98.0,34.0,12.0,42.0,2004.0,0,,,,,,,,,,,,,,,,,,,,,,
89073.43599,2021,골목상권,2110989,대치동아우편취급국,4,3,9,1588,904,444,60,2,281,245,106,41,8,4,101695,106155.0,84793.0,1,278.0,21.0,1277.0,1407.0,571.0,459.0,106.0,614.0,0,,,,,,,,,,,,,,,,,,,,,,
101069.7197,2021,골목상권,2110992,도곡초등학교,4,3,19,7894,3681,2179,205,7,703,587,321,165,73,102,243207,283501.4,313626.5,3,464.0,26.0,1345.0,1158.0,660.0,378.0,192.0,2713.0,0,,,,,,,,,,,,,,,,,,,,,,
70339.52899,2021,골목상권,2110994,개포고등학교,4,3,6,1777,797,494,57,2,93,116,60,31,3,57,54216,65237.2,64051.5,18,71.0,2.0,93.0,116.0,60.0,31.0,3.0,1347.0,0,,,,,,,,,,,,,,,,,,,,,,
146484.8732,2021,골목상권,2110995,봉은사역 4번,4,3,3,2802,1097,5085,70,1,44,42,28,41,16,721,57386,75775.0,72031.0,5,147.0,1.0,66.0,113.0,64.0,91.0,75.0,3295.0,3598,,,,,,,,,,,,,,,,,,,,,,
95757.93841,2021,골목상권,2110996,대치2동주민센터,4,3,3,1430,682,1959,65,0,6,18,40,80,45,336,102161,111487.2,107939.0,8,212.0,5.0,212.0,342.0,182.0,162.0,110.0,3659.0,9235,,,,,,,,,,,,,,,,,,,,,,
184717.0773,2021,골목상권,2110997,대청초등학교,4,3,18,7187,3441,1724,133,0,139,432,164,37,28,36,258879,338150.2,332091.5,45,203.0,1.0,198.0,1025.0,630.0,445.0,202.0,1739.0,101255,,,,,,,,,,,,,,,,,,,,,,
